Booking_ID,Day,Flight_Number,Departure_Time,Aircraft_Model,Passenger_Name,Seat_Class,Seat_Number
2062,화,KE2005,13:25,A321-neo,이민준,Economy,27B
2063,화,KE2005,13:25,A321-neo,황지유,Economy,54H
2064,화,KE2005,13:25,A321-neo,정도윤,Economy,23D
2065,화,KE2005,13:25,A321-neo,강하윤,Economy,41D
2066,화,KE2005,13:25,A321-neo,박하윤,Economy,49B
2067,화,KE2005,13:25,A321-neo,권채원,Economy,31H
2068,화,KE2005,13:25,A321-neo,한준우,Economy,25J
2069,화,KE2005,13:25,A321-neo,서민서,Economy,41K
2070,화,KE2005,13:25,A321-neo,이현우,Economy,40A
2071,화,KE2005,13:25,A321-neo,이예준,Economy,29B
2072,화,KE2005,13:25,A321-neo,임윤우,Economy,48D
2073,화,KE2005,13:25,A321-neo,조현우,Economy,27D
2074,화,KE2005,13:25,A321-neo,권지유,Economy,33K
2075,화,KE2005,13:25,A321-neo,이유준,Economy,49H
2076,화,KE2005,13:25,A321-neo,이서윤,Economy,46K
2077,화,KE2005,13:25,A321-neo,이채원,Economy,32A
2078,화,KE2005,13:25,A321-neo,서지우,Economy,45D
2079,화,KE2005,13:25,A321-neo,박민서,Economy,50B
2080,화,KE2005,13:25,A321-neo,권민서,Economy,38H
2081,화,KE2005,13:25,A321-neo,안윤우,Economy,32K
2082,화,KE2005,13:25,A321-neo,김현우,Economy,39J
2083,화,KE2005,13:25,A321-neo,김하윤,Economy,28K
2084,화,KE2005,13:25,A321-neo,강현우,Economy,46H
2085,화,KE2005,13:25,A321-neo,이현우,Economy,27J
2086,화,KE2005,13:25,A321-neo,오민준,Economy,52A
2087,화,KE2005,13:25,A321-neo,김지유,Economy,43E
2088,화,KE2005,13:25,A321-neo,김수아,Economy,39C
2089,화,KE2005,13:25,A321-neo,강윤우,Economy,30E
2090,화,KE2005,13:25,A321-neo,조민서,Economy,35H
2091,화,KE2005,13:25,A321-neo,한지유,Economy,28B
2092,화,KE2005,13:25,A321-neo,조도윤,Economy,54J
2093,화,KE2005,13:25,A321-neo,강지우,Economy,23H
2094,화,KE2005,13:25,A321-neo,한유준,Economy,35B
2095,화,KE2005,13:25,A321-neo,박서연,Economy,20A
2096,화,KE2005,13:25,A321-neo,오지우,Economy,34K
2097,화,KE2005,13:25,A321-neo,서민서,Economy,33D
2098,화,KE2005,13:25,A321-neo,최서윤,Economy,42K
2099,화,KE2005,13:25,A321-neo,강지훈,Economy,22A
2100,화,KE2005,13:25,A321-neo,서민준,Economy,46J
2101,화,KE2005,13:25,A321-neo,서서연,Economy,53C
2102,화,KE2005,13:25,A321-neo,정서연,Economy,28H
2103,화,KE2005,13:25,A321-neo,서민서,Economy,42A
2104,화,KE2005,13:25,A321-neo,정서연,Economy,20K
2105,화,KE2005,13:25,A321-neo,오수아,Economy,50D
2106,화,KE2005,13:25,A321-neo,조민준,Economy,47B
2107,화,KE2005,13:25,A321-neo,윤지유,Economy,54B
2108,화,KE2005,13:25,A321-neo,서유준,Economy,50E
2109,화,KE2005,13:25,A321-neo,윤민서,Economy,54A
2110,화,KE2005,13:25,A321-neo,신서연,Economy,41C
2111,화,KE2005,13:25,A321-neo,서서윤,Economy,26J
2112,화,KE2005,13:25,A321-neo,오지우,Economy,43K
2113,화,KE2005,13:25,A321-neo,박서윤,Economy,33B
2114,화,KE2005,13:25,A321-neo,장예준,Economy,52D
2115,화,KE2005,13:25,A321-neo,박현우,Economy,30H
2116,화,KE2005,13:25,A321-neo,장지훈,Economy,22C
2117,화,KE2005,13:25,A321-neo,신수아,Economy,40K
2118,화,KE2005,13:25,A321-neo,안현우,Economy,41H
2119,화,KE2005,13:25,A321-neo,권수아,Economy,39D
2120,화,KE2005,13:25,A321-neo,이채원,Economy,37E
2121,화,KE2005,13:25,A321-neo,정하윤,Economy,48H
2122,화,KE2005,13:25,A321-neo,임윤우,Economy,42J
2123,화,KE2005,13:25,A321-neo,박유준,Economy,20J
2124,화,KE2005,13:25,A321-neo,장민서,Economy,45A
2125,화,KE2005,13:25,A321-neo,권예준,Economy,22B
2126,화,KE2011,19:45,A350-900,조현우,Prestige,13K
2127,화,KE2011,19:45,A350-900,신민서,Prestige,8D
2128,화,KE2011,19:45,A350-900,김준우,Prestige,10B
2129,화,KE2011,19:45,A350-900,황도윤,Prestige,8J
2130,화,KE2011,19:45,A350-900,한준우,Prestige,12B
2131,화,KE2011,19:45,A350-900,황유준,Prestige,7H
2132,화,KE2011,19:45,A350-900,김예준,Prestige,10C
2133,화,KE2011,19:45,A350-900,오서연,Prestige,7D
2134,화,KE2011,19:45,A350-900,서민준,Prestige,8K
2135,화,KE2011,19:45,A350-900,강윤우,Prestige,14C
2136,화,KE2011,19:45,A350-900,신준우,Prestige,7J
2137,화,KE2011,19:45,A350-900,오민서,Prestige,14J
2138,화,KE2011,19:45,A350-900,이하윤,Prestige,10D
2139,화,KE2011,19:45,A350-900,정채원,Prestige,9J
2140,화,KE2011,19:45,A350-900,신채원,Prestige,8B
2141,화,KE2011,19:45,A350-900,신민서,Prestige,13D
2142,화,KE2011,19:45,A350-900,오준우,Prestige,11H
2143,화,KE2011,19:45,A350-900,정수아,Prestige,14A
2144,화,KE2011,19:45,A350-900,정민서,Prestige,12A
2145,화,KE2011,19:45,A350-900,이채원,Economy,45H
2146,화,KE2011,19:45,A350-900,임민서,Economy,29A
2147,화,KE2011,19:45,A350-900,조민준,Economy,32K
2148,화,KE2011,19:45,A350-900,임채원,Economy,45D
2149,화,KE2011,19:45,A350-900,황지우,Economy,46A
2150,화,KE2011,19:45,A350-900,황지유,Economy,39B
2151,화,KE2011,19:45,A350-900,박민서,Economy,24A
2152,화,KE2011,19:45,A350-900,신하윤,Economy,35J
2153,화,KE2011,19:45,A350-900,장서윤,Economy,20C
2154,화,KE2011,19:45,A350-900,황수아,Economy,46B
2155,화,KE2011,19:45,A350-900,장민서,Economy,47K
2156,화,KE2011,19:45,A350-900,권윤우,Economy,22J
2157,화,KE2011,19:45,A350-900,신현우,Economy,25E
2158,화,KE2011,19:45,A350-900,권서연,Economy,47A
2159,화,KE2011,19:45,A350-900,권예준,Economy,51J
2160,화,KE2011,19:45,A350-900,권윤우,Economy,47E
2161,화,KE2011,19:45,A350-900,안예준,Economy,23H
2162,화,KE2011,19:45,A350-900,강민서,Economy,29D
2163,화,KE2011,19:45,A350-900,오민서,Economy,51C
2164,화,KE2011,19:45,A350-900,조민서,Economy,43D
2165,화,KE2011,19:45,A350-900,장지우,Economy,43J
2166,화,KE2011,19:45,A350-900,권현우,Economy,43E
2167,화,KE2011,19:45,A350-900,안민준,Economy,35K
2168,화,KE2011,19:45,A350-900,이예준,Economy,32E
2169,화,KE2011,19:45,A350-900,한채원,Economy,26B
2170,화,KE2011,19:45,A350-900,권유준,Economy,51B
2171,화,KE2011,19:45,A350-900,최준우,Economy,54K
2172,화,KE2011,19:45,A350-900,박현우,Economy,41H
2173,화,KE2011,19:45,A350-900,임수아,Economy,32D
2174,화,KE2011,19:45,A350-900,윤현우,Economy,49H
2175,화,KE2011,19:45,A350-900,임민준,Economy,40J
2176,화,KE2011,19:45,A350-900,이윤우,Economy,28A
2177,화,KE2011,19:45,A350-900,이서연,Economy,35C
2178,화,KE2011,19:45,A350-900,권현우,Economy,42B
2179,화,KE2011,19:45,A350-900,안유준,Economy,51D
2180,화,KE2011,19:45,A350-900,김유준,Economy,22K
2181,화,KE2011,19:45,A350-900,서준우,Economy,39E
2182,화,KE2011,19:45,A350-900,신민서,Economy,34J
2183,화,KE2011,19:45,A350-900,임지유,Economy,42H
2184,화,KE2011,19:45,A350-900,윤채원,Economy,30E
2185,화,KE2011,19:45,A350-900,오지훈,Economy,24E
2186,화,KE2011,19:45,A350-900,한유준,Economy,42J
2187,화,KE2011,19:45,A350-900,김서연,Economy,20K
2188,화,KE2011,19:45,A350-900,한현우,Economy,39K
2189,화,KE2011,19:45,A350-900,신지우,Economy,48E
2190,화,KE2011,19:45,A350-900,권서연,Economy,27E
2191,화,KE2011,19:45,A350-900,황현우,Economy,47C
2192,화,KE2011,19:45,A350-900,최지유,Economy,43A
2193,화,KE2011,19:45,A350-900,황지훈,Economy,52K
2194,화,KE2011,19:45,A350-900,최도윤,Economy,24K
2195,화,KE2011,19:45,A350-900,이지우,Economy,39C
2196,화,KE2011,19:45,A350-900,정채원,Economy,28D
2197,화,KE2011,19:45,A350-900,윤채원,Economy,36E
2198,화,KE2011,19:45,A350-900,이하윤,Economy,53D
2199,화,KE2011,19:45,A350-900,서하윤,Economy,33E
2200,화,KE2011,19:45,A350-900,오서윤,Economy,38C
2201,화,KE2011,19:45,A350-900,권채원,Economy,25C
2202,화,KE2011,19:45,A350-900,신민준,Economy,38K
2203,화,KE2011,19:45,A350-900,김도윤,Economy,48J
2204,화,KE2011,19:45,A350-900,김서윤,Economy,50J
2205,화,KE2011,19:45,A350-900,김예준,Economy,22D
2206,화,KE2011,19:45,A350-900,최유준,Economy,43B
2207,화,KE2011,19:45,A350-900,이지훈,Economy,44H
2208,화,KE2011,19:45,A350-900,윤준우,Economy,44J
2209,화,KE2011,19:45,A350-900,신예준,Economy,45C
2210,화,KE2011,19:45,A350-900,박서연,Economy,42A
2211,화,KE2011,19:45,A350-900,윤민준,Economy,31E
2212,화,KE2011,19:45,A350-900,박지훈,Economy,39J
2213,화,KE2011,19:45,A350-900,정지유,Economy,28H
2214,화,KE2011,19:45,A350-900,장민준,Economy,37J
2215,화,KE2011,19:45,A350-900,최예준,Economy,21E
2216,화,KE2011,19:45,A350-900,서서윤,Economy,34D
2217,화,KE2011,19:45,A350-900,임현우,Economy,21A
2218,화,KE2011,19:45,A350-900,조윤우,Economy,45K
2219,화,KE2011,19:45,A350-900,정민준,Economy,22C
2220,화,KE2011,19:45,A350-900,이현우,Economy,45B
2221,화,KE2011,19:45,A350-900,박현우,Economy,36C
2222,화,KE2011,19:45,A350-900,최현우,Economy,24B
2223,화,KE2011,19:45,A350-900,권민서,Economy,44K
2224,화,KE2011,19:45,A350-900,최유준,Economy,24J
2225,화,KE2011,19:45,A350-900,윤수아,Economy,40C
2226,화,KE2011,19:45,A350-900,황서연,Economy,52E
2227,화,KE2011,19:45,A350-900,임예준,Economy,43K
2228,화,KE2011,19:45,A350-900,한윤우,Economy,29B
2229,화,KE2011,19:45,A350-900,강예준,Economy,31H
2230,화,KE2011,19:45,A350-900,박윤우,Economy,46C
2231,화,KE2011,19:45,A350-900,김서연,Economy,21C
2232,화,KE2011,19:45,A350-900,이지우,Economy,46H
2233,화,KE2011,19:45,A350-900,한하윤,Economy,46J
2234,화,KE2011,19:45,A350-900,권유준,Economy,23E
2235,화,KE2011,19:45,A350-900,강민준,Economy,20B
2236,화,KE2011,19:45,A350-900,권민준,Economy,24D
2237,화,KE2011,19:45,A350-900,안수아,Economy,27A
2238,화,KE2011,19:45,A350-900,서민서,Economy,29E
2239,화,KE2011,19:45,A350-900,장지훈,Economy,32B
2240,화,KE2011,19:45,A350-900,최지유,Economy,49A
2241,화,KE2011,19:45,A350-900,조현우,Economy,34B
2242,화,KE2011,19:45,A350-900,서도윤,Economy,21K
2243,화,KE2011,19:45,A350-900,오서연,Economy,41E
2244,화,KE2011,19:45,A350-900,윤윤우,Economy,40D
2245,화,KE2011,19:45,A350-900,오지우,Economy,41K
2246,화,KE2011,19:45,A350-900,강서연,Economy,20A
2247,화,KE2011,19:45,A350-900,황현우,Economy,36D
2248,화,KE2011,19:45,A350-900,황하윤,Economy,30B
2249,화,KE2011,19:45,A350-900,신서윤,Economy,47J
2250,화,KE2011,19:45,A350-900,안현우,Economy,33D
2251,화,KE2011,19:45,A350-900,조수아,Economy,21B
2252,화,KE2011,19:45,A350-900,권수아,Economy,23D
2253,화,KE2011,19:45,A350-900,김예준,Economy,53K
2254,화,KE2011,19:45,A350-900,신유준,Economy,32A
2255,화,KE2011,19:45,A350-900,박하윤,Economy,54C
2256,화,KE2011,19:45,A350-900,임지훈,Economy,34H
2257,화,KE2011,19:45,A350-900,조하윤,Economy,37H
2258,화,KE2011,19:45,A350-900,조민준,Economy,41B
2259,화,KE2011,19:45,A350-900,최유준,Economy,25A
2260,화,KE2011,19:45,A350-900,한민서,Economy,20E
2261,화,KE2011,19:45,A350-900,한지우,Economy,49E
2262,화,KE2011,19:45,A350-900,안서연,Economy,33B
2263,화,KE2011,19:45,A350-900,최유준,Economy,52B
2264,화,KE2011,19:45,A350-900,권준우,Economy,27H
2265,화,KE2011,19:45,A350-900,박현우,Economy,54B
2266,화,KE2011,19:45,A350-900,황윤우,Economy,48C
2267,화,KE2011,19:45,A350-900,최예준,Economy,32H
2268,화,KE2011,19:45,A350-900,이채원,Economy,28C
2269,화,KE2011,19:45,A350-900,정수아,Economy,40H
2270,화,KE2011,19:45,A350-900,신수아,Economy,34A
2271,화,KE2011,19:45,A350-900,장서연,Economy,53A
2272,화,KE2011,19:45,A350-900,신수아,Economy,51E
2273,화,KE2011,19:45,A350-900,신수아,Economy,21H
2274,화,KE2011,19:45,A350-900,한민준,Economy,33A
2275,화,KE2011,19:45,A350-900,오서윤,Economy,48K
2276,화,KE2011,19:45,A350-900,최준우,Economy,37K
2277,화,KE2011,19:45,A350-900,윤지우,Economy,52D
2278,화,KE2011,19:45,A350-900,최지훈,Economy,34K
2279,화,KE2011,19:45,A350-900,최서윤,Economy,31D
2280,화,KE2011,19:45,A350-900,임지유,Economy,33K
2281,화,KE2011,19:45,A350-900,박윤우,Economy,47D
2282,화,KE2011,19:45,A350-900,황도윤,Economy,34E
2283,화,KE2011,19:45,A350-900,강예준,Economy,36A
2284,화,KE2011,19:45,A350-900,권유준,Economy,27K
2285,화,KE2011,19:45,A350-900,박서연,Economy,23A
2286,화,KE2011,19:45,A350-900,박민서,Economy,50D
2287,화,KE2011,19:45,A350-900,이도윤,Economy,27C
2288,화,KE2011,19:45,A350-900,서지유,Economy,23J
2289,화,KE2011,19:45,A350-900,정준우,Economy,38E
2290,화,KE2011,19:45,A350-900,신예준,Economy,31C
2291,화,KE2011,19:45,A350-900,조수아,Economy,36J
2292,화,KE2011,19:45,A350-900,김하윤,Economy,48D
2293,화,KE2011,19:45,A350-900,이민준,Economy,36B
2294,화,KE2011,19:45,A350-900,정서윤,Economy,30D
2295,화,KE2011,19:45,A350-900,황지훈,Economy,28B
2296,화,KE2011,19:45,A350-900,오민서,Economy,48B
2297,화,KE2011,19:45,A350-900,안채원,Economy,48A
2298,화,KE2011,19:45,A350-900,임예준,Economy,39H
2299,화,KE2011,19:45,A350-900,한준우,Economy,49J
2300,화,KE2011,19:45,A350-900,김민서,Economy,54H
2301,화,KE2011,19:45,A350-900,김예준,Economy,34C
2302,화,KE2011,19:45,A350-900,이채원,Economy,25B
2303,화,KE2011,19:45,A350-900,신서윤,Economy,21J
2304,화,KE2011,19:45,A350-900,황채원,Economy,38H
2305,화,KE2011,19:45,A350-900,임수아,Economy,50H
2306,화,KE2011,19:45,A350-900,강민준,Economy,50A
2307,화,KE2011,19:45,A350-900,권준우,Economy,20D
2308,화,KE2011,19:45,A350-900,정서윤,Economy,33C
2309,화,KE2011,19:45,A350-900,신하윤,Economy,26H
2310,화,KE2011,19:45,A350-900,강예준,Economy,36K
2311,화,KE2011,19:45,A350-900,강수아,Economy,35B
2312,화,KE2011,19:45,A350-900,조채원,Economy,51A
2313,화,KE2011,19:45,A350-900,최서윤,Economy,39A
2314,화,KE2011,19:45,A350-900,한채원,Economy,45E
2320,수,KE2001,8:05,A330-300,강윤우,Prestige,11J
2321,수,KE2001,8:05,A330-300,장서윤,Prestige,14D
2322,수,KE2001,8:05,A330-300,임하윤,Prestige,13C
2323,수,KE2001,8:05,A330-300,정수아,Prestige,9D
2324,수,KE2001,8:05,A330-300,안수아,Prestige,10D
2325,수,KE2001,8:05,A330-300,윤예준,Prestige,14B
2326,수,KE2001,8:05,A330-300,황유준,Prestige,10A
2327,수,KE2001,8:05,A330-300,박서윤,Prestige,7A
2328,수,KE2001,8:05,A330-300,이준우,Prestige,7D
2329,수,KE2001,8:05,A330-300,정유준,Prestige,14H
2330,수,KE2001,8:05,A330-300,최지우,Prestige,8J
2331,수,KE2001,8:05,A330-300,오민준,Prestige,7B
2332,수,KE2001,8:05,A330-300,이서연,Prestige,8A
2333,수,KE2001,8:05,A330-300,한지훈,Prestige,9K
2334,수,KE2001,8:05,A330-300,서지우,Prestige,9A
2335,수,KE2001,8:05,A330-300,신유준,Prestige,13H
2336,수,KE2001,8:05,A330-300,신유준,Prestige,10E
2337,수,KE2001,8:05,A330-300,정현우,Prestige,11C
2338,수,KE2001,8:05,A330-300,정수아,Prestige,8C
2339,수,KE2001,8:05,A330-300,장서연,Prestige,13K
2340,수,KE2001,8:05,A330-300,정민서,Prestige,8K
2341,수,KE2001,8:05,A330-300,서채원,Prestige,7J
2342,수,KE2001,8:05,A330-300,황서연,Prestige,11K
2343,수,KE2001,8:05,A330-300,장도윤,Prestige,10J
2344,수,KE2001,8:05,A330-300,박서연,Prestige,9J
2345,수,KE2001,8:05,A330-300,장수아,Prestige,14A
2346,수,KE2001,8:05,A330-300,한채원,Prestige,12A
2347,수,KE2001,8:05,A330-300,권민서,Prestige,9E
2348,수,KE2001,8:05,A330-300,장수아,Economy,47K
2349,수,KE2001,8:05,A330-300,오도윤,Economy,24B
2350,수,KE2001,8:05,A330-300,안채원,Economy,49A
2351,수,KE2001,8:05,A330-300,박지우,Economy,33H
2352,수,KE2001,8:05,A330-300,김지유,Economy,30J
2353,수,KE2001,8:05,A330-300,안도윤,Economy,43K
2354,수,KE2001,8:05,A330-300,정예준,Economy,28H
2355,수,KE2001,8:05,A330-300,윤도윤,Economy,26H
2356,수,KE2001,8:05,A330-300,김서윤,Economy,26J
2357,수,KE2001,8:05,A330-300,정지훈,Economy,46K
2358,수,KE2001,8:05,A330-300,조하윤,Economy,27A
2359,수,KE2001,8:05,A330-300,안예준,Economy,50J
2360,수,KE2001,8:05,A330-300,조유준,Economy,28K
2361,수,KE2001,8:05,A330-300,임채원,Economy,53B
2362,수,KE2001,8:05,A330-300,윤하윤,Economy,22K
2363,수,KE2001,8:05,A330-300,황민서,Economy,52C
2364,수,KE2001,8:05,A330-300,황민서,Economy,40H
2365,수,KE2001,8:05,A330-300,정민준,Economy,47D
2366,수,KE2001,8:05,A330-300,장도윤,Economy,34H
2367,수,KE2001,8:05,A330-300,한도윤,Economy,50K
2368,수,KE2001,8:05,A330-300,조준우,Economy,22B
2369,수,KE2001,8:05,A330-300,서지우,Economy,33A
2370,수,KE2001,8:05,A330-300,장준우,Economy,24D
2371,수,KE2001,8:05,A330-300,김하윤,Economy,45D
2372,수,KE2001,8:05,A330-300,박유준,Economy,35E
2373,수,KE2001,8:05,A330-300,신하윤,Economy,46E
2374,수,KE2001,8:05,A330-300,강지우,Economy,51J
2375,수,KE2001,8:05,A330-300,강서윤,Economy,31J
2376,수,KE2001,8:05,A330-300,권지우,Economy,49J
2377,수,KE2001,8:05,A330-300,오윤우,Economy,24C
2378,수,KE2001,8:05,A330-300,안지유,Economy,39E
2379,수,KE2001,8:05,A330-300,최민서,Economy,20E
2380,수,KE2001,8:05,A330-300,신지우,Economy,21H
2381,수,KE2001,8:05,A330-300,김수아,Economy,29D
2382,수,KE2001,8:05,A330-300,한서연,Economy,26C
2383,수,KE2001,8:05,A330-300,안윤우,Economy,20C
2384,수,KE2001,8:05,A330-300,안수아,Economy,37D
2385,수,KE2001,8:05,A330-300,한민서,Economy,35J
2386,수,KE2001,8:05,A330-300,황하윤,Economy,40A
2387,수,KE2001,8:05,A330-300,조지우,Economy,25K
2388,수,KE2001,8:05,A330-300,오민서,Economy,54A
2389,수,KE2001,8:05,A330-300,박서연,Economy,24A
2390,수,KE2001,8:05,A330-300,권서연,Economy,32K
2391,수,KE2001,8:05,A330-300,윤윤우,Economy,22J
2392,수,KE2001,8:05,A330-300,최준우,Economy,51H
2393,수,KE2001,8:05,A330-300,김윤우,Economy,54C
2394,수,KE2001,8:05,A330-300,윤서윤,Economy,36J
2395,수,KE2001,8:05,A330-300,권현우,Economy,49E
2396,수,KE2001,8:05,A330-300,정민서,Economy,35C
2397,수,KE2001,8:05,A330-300,최지훈,Economy,37A
2398,수,KE2001,8:05,A330-300,한현우,Economy,35H
2399,수,KE2001,8:05,A330-300,최준우,Economy,29H
2400,수,KE2001,8:05,A330-300,김하윤,Economy,45C
2401,수,KE2001,8:05,A330-300,박하윤,Economy,48C
2402,수,KE2001,8:05,A330-300,오준우,Economy,24E
2403,수,KE2001,8:05,A330-300,김민준,Economy,47B
2404,수,KE2001,8:05,A330-300,박예준,Economy,50A
2405,수,KE2001,8:05,A330-300,장준우,Economy,20D
2406,수,KE2001,8:05,A330-300,황지우,Economy,45E
2407,수,KE2001,8:05,A330-300,장지우,Economy,48K
2408,수,KE2001,8:05,A330-300,서수아,Economy,54B
2409,수,KE2001,8:05,A330-300,윤윤우,Economy,53D
2410,수,KE2001,8:05,A330-300,신지우,Economy,23J
2411,수,KE2001,8:05,A330-300,조지유,Economy,40B
2412,수,KE2001,8:05,A330-300,장민서,Economy,36B
2413,수,KE2001,8:05,A330-300,서채원,Economy,44K
2414,수,KE2001,8:05,A330-300,이예준,Economy,41E
2415,수,KE2001,8:05,A330-300,한예준,Economy,53K
2416,수,KE2001,8:05,A330-300,이준우,Economy,52H
2417,수,KE2001,8:05,A330-300,안유준,Economy,43H
2418,수,KE2001,8:05,A330-300,임현우,Economy,41H
2419,수,KE2001,8:05,A330-300,정지유,Economy,21E
2420,수,KE2001,8:05,A330-300,최도윤,Economy,24K
2421,수,KE2001,8:05,A330-300,권수아,Economy,43B
2422,수,KE2001,8:05,A330-300,박현우,Economy,37C
2423,수,KE2001,8:05,A330-300,권예준,Economy,44H
2424,수,KE2001,8:05,A330-300,정현우,Economy,51C
2425,수,KE2001,8:05,A330-300,강준우,Economy,46H
2426,수,KE2001,8:05,A330-300,안예준,Economy,25B
2427,수,KE2001,8:05,A330-300,조현우,Economy,39B
2428,수,KE2001,8:05,A330-300,권지훈,Economy,29A
2429,수,KE2001,8:05,A330-300,오민서,Economy,22A
2430,수,KE2001,8:05,A330-300,신윤우,Economy,51K
2431,수,KE2001,8:05,A330-300,서윤우,Economy,39H
2432,수,KE2001,8:05,A330-300,임민준,Economy,20B
2433,수,KE2001,8:05,A330-300,강예준,Economy,29K
2434,수,KE2001,8:05,A330-300,서지훈,Economy,33C
2435,수,KE2001,8:05,A330-300,황민서,Economy,41A
2436,수,KE2001,8:05,A330-300,장민서,Economy,49K
2437,수,KE2001,8:05,A330-300,윤수아,Economy,27B
2438,수,KE2001,8:05,A330-300,임유준,Economy,34C
2439,수,KE2001,8:05,A330-300,임유준,Economy,30D
2440,수,KE2001,8:05,A330-300,오도윤,Economy,42E
2441,수,KE2001,8:05,A330-300,정유준,Economy,25D
2442,수,KE2001,8:05,A330-300,조민서,Economy,53J
2443,수,KE2001,8:05,A330-300,안준우,Economy,29C
2444,수,KE2001,8:05,A330-300,임유준,Economy,29B
2445,수,KE2001,8:05,A330-300,임지유,Economy,42D
2446,수,KE2001,8:05,A330-300,조서연,Economy,31D
2447,수,KE2001,8:05,A330-300,권하윤,Economy,37B
2448,수,KE2001,8:05,A330-300,조민서,Economy,20A
2449,수,KE2001,8:05,A330-300,한채원,Economy,38H
2450,수,KE2001,8:05,A330-300,서민준,Economy,45H
2451,수,KE2001,8:05,A330-300,임현우,Economy,27K
2452,수,KE2001,8:05,A330-300,윤윤우,Economy,40E
2453,수,KE2001,8:05,A330-300,최수아,Economy,54E
2454,수,KE2001,8:05,A330-300,임지유,Economy,31K
2455,수,KE2001,8:05,A330-300,정도윤,Economy,33B
2456,수,KE2001,8:05,A330-300,권준우,Economy,23A
2457,수,KE2001,8:05,A330-300,박서윤,Economy,49D
2458,수,KE2001,8:05,A330-300,신현우,Economy,34J
2459,수,KE2001,8:05,A330-300,김지훈,Economy,38J
2460,수,KE2001,8:05,A330-300,정지훈,Economy,27H
2461,수,KE2001,8:05,A330-300,한윤우,Economy,27C
2462,수,KE2001,8:05,A330-300,안수아,Economy,28D
2463,수,KE2001,8:05,A330-300,박현우,Economy,52A
2464,수,KE2001,8:05,A330-300,신민준,Economy,25A
2465,수,KE2001,8:05,A330-300,권현우,Economy,39C
2466,수,KE2001,8:05,A330-300,신지우,Economy,36D
2467,수,KE2001,8:05,A330-300,임민서,Economy,30K
2468,수,KE2001,8:05,A330-300,이민준,Economy,54D
2469,수,KE2001,8:05,A330-300,윤준우,Economy,43C
2470,수,KE2001,8:05,A330-300,임지훈,Economy,46J
2471,수,KE2001,8:05,A330-300,신서연,Economy,36A
2472,수,KE2001,8:05,A330-300,신하윤,Economy,46C
2473,수,KE2001,8:05,A330-300,임지훈,Economy,21C
2474,수,KE2001,8:05,A330-300,임지유,Economy,53A
2475,수,KE2001,8:05,A330-300,박현우,Economy,51E
2476,수,KE2001,8:05,A330-300,권준우,Economy,50H
2477,수,KE2001,8:05,A330-300,조민서,Economy,45B
2478,수,KE2001,8:05,A330-300,강준우,Economy,33K
2479,수,KE2001,8:05,A330-300,박하윤,Economy,36H
2480,수,KE2001,8:05,A330-300,조서연,Economy,30H
2481,수,KE2001,8:05,A330-300,이수아,Economy,23C
2482,수,KE2001,8:05,A330-300,최서윤,Economy,39J
2483,수,KE2001,8:05,A330-300,신유준,Economy,48B
2484,수,KE2001,8:05,A330-300,서민준,Economy,29E
2485,수,KE2001,8:05,A330-300,서지훈,Economy,27D
2486,수,KE2001,8:05,A330-300,강수아,Economy,48A
2487,수,KE2001,8:05,A330-300,황민준,Economy,32J
2488,수,KE2001,8:05,A330-300,정하윤,Economy,44B
2489,수,KE2001,8:05,A330-300,한지우,Economy,40J
2490,수,KE2001,8:05,A330-300,오유준,Economy,23B
2491,수,KE2001,8:05,A330-300,강예준,Economy,34A
2492,수,KE2001,8:05,A330-300,정유준,Economy,51A
2493,수,KE2001,8:05,A330-300,박민서,Economy,47J
2494,수,KE2001,8:05,A330-300,윤서윤,Economy,51D
2495,수,KE2005,13:25,A330-300,한서연,Prestige,14D
2496,수,KE2005,13:25,A330-300,이지유,Prestige,10H
2497,수,KE2005,13:25,A330-300,강유준,Prestige,11E
2498,수,KE2005,13:25,A330-300,정서연,Prestige,7E
2499,수,KE2005,13:25,A330-300,한민준,Prestige,9D
2500,수,KE2005,13:25,A330-300,박수아,Prestige,13K
2501,수,KE2005,13:25,A330-300,김서연,Prestige,12E
2502,수,KE2005,13:25,A330-300,장서연,Prestige,14H
2503,수,KE2005,13:25,A330-300,신민준,Prestige,9J
2504,수,KE2005,13:25,A330-300,강서연,Prestige,8B
2505,수,KE2005,13:25,A330-300,임지훈,Prestige,9E
2506,수,KE2005,13:25,A330-300,강지우,Prestige,8A
2507,수,KE2005,13:25,A330-300,한도윤,Prestige,12J
2508,수,KE2005,13:25,A330-300,신서윤,Prestige,13C
2509,수,KE2005,13:25,A330-300,조서윤,Prestige,10B
2510,수,KE2005,13:25,A330-300,박민준,Prestige,10J
2511,수,KE2005,13:25,A330-300,임윤우,Prestige,8C
2512,수,KE2005,13:25,A330-300,임예준,Prestige,8K
2513,수,KE2005,13:25,A330-300,신하윤,Prestige,11C
2514,수,KE2005,13:25,A330-300,이채원,Prestige,12B
2515,수,KE2005,13:25,A330-300,임현우,Prestige,14J
2516,수,KE2005,13:25,A330-300,박지우,Economy,38H
2517,수,KE2005,13:25,A330-300,임채원,Economy,35J
2518,수,KE2005,13:25,A330-300,한서윤,Economy,31E
2519,수,KE2005,13:25,A330-300,장채원,Economy,49D
2520,수,KE2005,13:25,A330-300,한지훈,Economy,50C
2521,수,KE2005,13:25,A330-300,장도윤,Economy,54K
